date,Governorate,District,Village Name/ /ozla,Type,Facility name,Phase,Status,Comments (if any),Installed/planned capacity (kW),Male Beneficiaries (approx.),Female Beneficiaries (approx.),Total Beneficiaries (approx.),Coordinate
2025-07-15,Sana'a,Sanhan,,Vaccine,Sayan R.Hospital,3rd Roll-Out (Vaccine),Contract awarded,,26.0,0.0,2800.0,2800,"15.296122,44.247552"
2025-07-15,Taiz,Shara'b Ar Rawnah,,Vaccine,Al-Shaheed Abduljalil Hospital,3rd Roll-Out (Vaccine),Contract awarded,,62.4,1006.0,700.0,1706,"14.819233, 42.963500"
2025-07-15,Taiz,Al-Mudafer,,Vaccine,Taizz Governorate Vaccines Warehouse,3rd Roll-Out (Vaccine),Contract awarded,,132.6,21217.0,22082.0,43299,"16.934838,43.752316"
2025-07-15,Hadramawt,Al-Mukalla,,Clinic,Ibn Sina Hospital Dialysis Center Al-Mukalla,8th Roll-Out ,Tender launched,,132.6,2136.0,1680.0,3816,"14.472305, 49.03326"
2025-07-15,Al Maharah,Al-Ghaidah,,Clinic,Al-Ghaidah Hospital Dialysis Center - Al-Ghaidah,8th Roll-Out ,Tender launched,,132.6,936.0,660.0,1596,"16.211832, 52.189939"
2025-07-15,Hadramawt,Al-Qatin,,Clinic,Al-Qatin Hospital Dialysis Center - Al-Qatin,8th Roll-Out ,Tender launched,,132.6,1236.0,636.0,1872,"15.839495, 48.455342"
2025-07-15,Hadramawt,Sayun,,School,Al-Muhajir School,8th Roll-Out ,Tender launched,,49.4,3156.0,7380.0,10536,"15.95520650, 48.79649118"
2025-07-15,Taiz,Salah,,Clinic,Al-Thawrah Hospital Dialysis Center - Al-Thawrah,8th Roll-Out ,Tender launched,,132.6,14640.0,11076.0,25716,"13.585845,44.022676"
2025-07-15,Shabwah,Osaylan,,Clinic,Osaylan Hospital Dialysis Center - Osaylan,8th Roll-Out ,Tender launched,,62.4,288.0,120.0,408,"15.036880, 45.84817"
2025-07-15,Abyan,Lawdar,,Clinic,Mahnif Hospital Dialysis Center- Lawder,8th Roll-Out ,Tender launched,,85.8,4080.0,3120.0,7200,"13.887106, 45.859010"
2025-07-15,Hajjah,Bani Al Awam,,Well,Bab Jahawar Stage-1,Package#6,Tender launched,,9.0,2764.0,2996.0,5760,"15.579985,43.603552"
2025-07-15,Hajjah,Bani Al Awam,,Well,SUID STAGE-2,Package#6,Tender launched,,54.0,2764.0,2996.0,5760,"15.579556,43.603084"
2025-07-15,Hajjah,Bani Al Awam,,Well,Al-Dar Stage-3,Package#6,Tender launched,,45.0,2587.0,2693.0,5280,"15.58245327,43.596862"
2025-07-15,Hajjah,Bani Al Awam,,Well,Al Khalat  Stage-3 Eastern Path,Package#6,Tender launched,,27.0,2116.0,2204.0,4320,"15.577140,43.607542"
2025-07-15,Ibb,Al-Naderah,,Well,Sha'b Al-Maraysi,Package#6,Tender launched,,9.0,1497.0,1623.0,3120,"14.03670,44.50209"
2025-07-15,Al Mahwit,Jabal AlMahwit,,Well,Alorqob Stage-2,Package#6,Tender launched,,45.0,2940.0,3060.0,6000,"15.4626,43.49066"
2025-07-15,Al Mahwit,Jabal AlMahwit,,Well,LAHIMA STAGE-3,Package#6,Tender launched,,45.0,2760.0,3240.0,6000,"15.446071,43.493807"
2025-07-15,Al Mahwit,Jabal AlMahwit,,Well,Al Dhuhur Stage-3,Package#6,Tender launched,,36.0,2116.0,2204.0,4320,"15.48465833,43.50574167"
2025-07-15,Al Mahwit,Shibam,,Well,Al Aar Stage-2,Package#6,Tender launched,,36.0,2649.0,3111.0,5760,"15.48777,43.80793"
2025-07-15,Al Mahwit,Shibam,,Well,Beit Mufarreh Stage-3,Package#6,Tender launched,,18.0,1104.0,1296.0,2400,"15.50269,43.78954"
2025-07-15,Al Mahwit,Alrujum,,Well,Jawharoon Stage-3,Package#6,Tender launched,,45.0,2116.0,2204.0,4320,"15.51897167,43.62038500"
2025-07-15,Abyan,Gaishan,,Well,Gabrah water well,Package#7,Tender launched,,9.0,1217.0,1373.0,2590,"14.177776°, 46.336118°"
2025-07-15,Ibb,An Nadirah,,Well,Suna'a,Package#7,Tender launched,,27.0,1344.0,1456.0,2800,"14.02362 , 44.50064"
2025-07-15,Lahj,Redfan,,Well,Tha Al-Shariah water well,Package#7,Tender launched,,27.0,1298.0,1352.0,2650,"13.44987,44.97794"
2025-07-15,Lahj,Halmeen,,Well,Alahwa'ad,Package#7,Tender launched,,27.0,1222.0,1378.0,2600,"13.642798,44.848175"
2025-07-15,Lahj,Halmeen,,Well,Jibal Halmeen Stage2,Package#7,Tender launched,,45.0,2760.0,3240.0,6000,"13.652708,44.875979"
2025-07-15,Lahj,Halmeen,,Well,Jibal Halmeen Stage3,Package#7,Tender launched,,45.0,1978.0,2322.0,4300,"13.665547,44.892676"
2025-07-15,Lahj,Halmeen,,Well,Jibal Halmeen Stage4,Package#7,Tender launched,,36.0,1334.0,1566.0,2900,"13.673478,44.906873"
2025-07-15,Lahj,Labous,,Well,Sadd Talmasah,Package#7,Tender launched,,45.0,1978.0,2322.0,4300,"13.895374,45.309213"
2025-07-15,Shabwah,Ar Rawdah,,Well,Ghurir Well,Package#7,Tender launched,,9.0,1786.0,2014.0,3800,"14.403116°, 47.272595"
2025-07-15,Shabwah,Mayfa'ah,,Well,Koura Al-Ahmad,Package#7,Tender launched,,9.0,1833.0,2067.0,3900,"14.275520, 47.546910"
2025-07-15,Socotra,Hadibu,,Well,Well No. 5 Saqsaq#1,Package#7,Tender launched,,27.0,4728.0,4922.0,9650,"12.634958 ,54.027306"
2025-07-15,Socotra,Hadibu,,Well,Well No. 5 Saqsaq#2,Package#7,Tender launched,,27.0,4512.0,5088.0,9600,"12.634958,54.027306"
2025-07-15,Socotra,Hadibu,,Well,Well No. 4 Arhino#1,Package#7,Tender launched,,27.0,4425.0,5195.0,9620,"12.649563, 54.039676"
2025-07-15,Socotra,Hadibu,,Well,Well No. 4 Arhino#2,Package#7,Tender launched,,27.0,4622.0,5008.0,9630,"12.649563,54.039676"
2025-07-15,Sana'a,Al-Thawrah,,Vaccine,Sana'a Central Vaccines Warehouse,4th Roll-Out (Vaccine),Under Design,,210.0,0.0,0.0,0,"15.382628,44.198969"
2025-07-15,Dhamar,Jahran,,Vaccine,Ma`abar Hospital Isolation Unit,4th Roll-Out (Vaccine),Under Design,,132.6,78000.0,72000.0,150000,"14.792281,44.289472"
2025-07-15,Aden,Khor Maksar,,Vaccine,Aden Central Vaccines Warehouse ,4th Roll-Out (Vaccine),Under Design,,210.0,0.0,0.0,0,"12.859842, 44.990047"
2025-07-15,Lahj,Yafi',,Vaccine,Al Salam Isolation Unit,4th Roll-Out (Vaccine),Under Design,,85.8,4199.0,4687.0,8886,"13.874628, 45.247205"
2025-07-15,Abyan,Ja'ar,,Vaccine,Ja'ar Isolation Unit,4th Roll-Out (Vaccine),Under Design,,132.6,4710.0,4780.0,9490,"13.208333, 45.309167"
2025-07-15,Abyan,Lawdar,,Well,Alnooq,Package#8,Under Design,,4.8,772.0,908.0,1680,"14.001770,45.983024"
2025-07-15,Abyan,Lawdar,,Well,Alqaima,Package#8,Under Design,,18.0,1881.0,1959.0,3840,"13.884854,45.800702"
2025-07-15,Abyan,Ash Shu'ayb,,Well,Almashraqah,Package#8,Under Design,,18.0,2116.0,2204.0,4320,"13.856235,45.782187"
2025-07-15,Ad Dali,Lawdar,,Well,Dhahret Al_Sharaf - Al-Shabeb,Package#8,Under Design,,4.8,1270.0,1322.0,2592,"13.827903,44.882982"
2025-07-15,Ad Dali,Ad Dali',,Well,Qated,Package#8,Under Design,,4.8,3271.0,3689.0,6960,"13.857718,44.854706"
2025-07-15,Ad Dali,Ataq,,Well,Maklan,Package#8,Under Design,,36.0,2234.0,2326.0,4560,"13.833401,44.895917"
2025-07-15,Ad Dali,Habil Jabr,,Well,Thafi,Package#8,Under Design,,27.0,3609.0,4071.0,7680,"13.875459,44.760536"
2025-07-15,Ad Dali,Wadi Al Ayn,,Well,Bait Gawa'al,Package#8,Under Design,,36.0,4060.0,4580.0,8640,"13.940296,44.693617"
2025-07-15,Ad Dali,Qa'tabah,,Well,Bagah # 6,Package#8,Under Design,,72.0,772.0,908.0,1680,"13.817099,44.626879"
2025-07-15,Lahj,Arma'a,,Well,Nae'emah,Package#8,Under Design,,27.0,1353.0,1527.0,2880,"13.719510,44.823235"
2025-07-15,Hadramawt,Harib,,Well,Aljadafir,Package#8,Under Design,,36.0,4060.0,4580.0,8640,"15.682834523, 48.128798"
2025-07-15,Lahj,Qa'tabah,,Well,Ara'ash,Package#8,Under Design,,54.0,1481.0,1543.0,3024,"13.591860,44.895914"
2025-07-15,Ma'rib,Ar Rawdah,,Well,Al-Qanaa,Package#8,Under Design,,18.0,2760.0,3240.0,6000,"15.673082°, 45.118955°"
2025-07-15,Ma'rib,Madghal Al Jid'an,,Well,Al-Otair,Package#8,Under Design,,45.0,2822.0,2938.0,5760,"14.9232517, 45.4371636936"
2025-07-15,Shabwah,Ash Shu'ayb,,Well,AL-Hajer Well,Package#8,Under Design,,27.0,823.0,857.0,1680,"15.219816,46.990722"
2025-07-15,Shabwah,Ash Shu'ayb,,Well,Lmater Well,Package#8,Under Design,,27.0,1015.0,1145.0,2160,"14.345154,47.339303"
2025-07-15,Shabwah,Raydah,,Well,AL-Jabiah 2,Package#8,Under Design,,81.0,2004.0,2100.0,4104,"14.540021,46.901372"
2025-07-15,Dhamar,Eyal Surayh,,Well,Al Thaniah,Package#8,Under Design,,36.0,1706.0,1750.0,3456,"14.5686539 , 44.2619174"
2025-07-15,Amran,Suwayr,,Well,Al-Mashareeq,Package#8,Under Design,,36.0,1192.0,1400.0,2592,"15.98960095, 43.60679445"
2025-07-15,Amran,Raydah,,Well,Hamdah well,Package#8,Under Design,,81.0,2097.0,2463.0,4560,"15.834172, 43.968531"
2025-07-15,Amran,Eyal Surayh,,Well,Bait Sabeh,Package#8,Under Design,,36.0,1881.0,1959.0,3840,"15.575690, 43.974636"
2025-07-15,Amran,Kharif,,Well,Hejrat Al Kalbieen,Package#8,Under Design,,72.0,1764.0,1836.0,3600,"15.911205, 44.064772"
2025-07-15,Amran,Kharif,,Well,Hejrat Al Kalbieen,Package#8,Under Design,,18.0,1382.0,1498.0,2880,"15.911256, 44.064857"
2025-07-15,Dhamar,Al Manar,,Well,Ghurban,Package#8,Under Design,,36.0,1987.0,2333.0,4320,"14.600941, 44.118391"
2025-07-15,Dhamar,Mayfa'at Ans,,Well,AlJamimah & Bait AlMasry,Package#8,Under Design,,36.0,2030.0,2290.0,4320,"14.411771, 44.687928"
2025-07-15,Dhamar,Dawran Anis,,Well,Hejrat AlShaweri,Package#8,Under Design,,27.0,1881.0,1959.0,3840,"14.742903 , 44.054730"
2025-07-15,IBB,As Saddah,,Well,Al Maqrabah,Package#8,Under Design,,18.0,1293.0,1347.0,2640,"14.158101,44.462242"
2025-07-15,Al Mahwit,Ar Rujum,,Well,Mazawq pumping station,Package#8,Under Design,,36.0,2880.0,3120.0,6000,"15.47118298, 43.63704742"
2025-07-15,Sana'a,Khawlan,,Well,Noor El-Asaf,Package#8,Under Design,,9.0,1411.0,1469.0,2880,"15.22747,44.70396"
2025-06-30,Hadramawt,Ghayl Bin Yamin,Al Maqd,School,Aisha Complex for Girls,Roll-Out-1,Energized,Lot-1,6.6,0.0,649.0,649,"15.546326,49.347984"
2025-06-30,Hadramawt,Dawan,Saif,School,Omar bin Abdulaziz School,Roll-Out-1,Energized,Lot-1,6.6,200.0,226.0,426,"15.32405,48.320344"
2025-06-30,Hadramawt,Ghayl Bawazir,Al-Ghail bawazeer,School,Girl School Ghail Bawazeer,Roll-Out-1,Energized,Lot-1,17.6,0.0,800.0,800,"14.765667,49.372728"
2025-06-30,Hadramawt,Ar Raydah wa Qussayar,Hay Alshaheed,School,Girl School in Qusayaar,Roll-Out-1,Energized,Lot-1,8.8,0.0,368.0,368,"14.942097,50.341980"
2025-06-30,Hadramawt,Ar Raydah wa Qussayar,Al Rayadah,Clinic,Al Rayadah hospital,Roll-Out-1,Energized,Lot-1,22.0,7320.0,7656.0,14976,"15.037327,50.478479"
2025-06-30,Hadramawt,Ar Raydah wa Qussayar,Qusayar,Clinic,Qusayar Health Center,Roll-Out-1,Energized,Lot-1,22.0,4240.0,4400.0,8640,"14.939981,50.337068"
2025-06-30,Hadramawt,Tarim,Ar Rawdah,School,Aydeed School,Roll-Out-1,Energized,Lot-1,13.2,0.0,403.0,403,"16.049705,48.975952"
2025-06-30,Hadramawt,Al Qatn,Al saha,School,Al-Sayidah Khadijah School,Roll-Out-1,Energized,Lot-1,8.8,0.0,520.0,520,"15.842460,48.481705"
2025-06-30,Hadramawt,Shibam,Laherah,School,Bohayrat Al-Sham School,Roll-Out-1,Energized,Lot-1,6.6,0.0,318.0,318,"15.955961,48.677001"
2025-06-30,Hadramawt,Amd,khanfar,School,Um-Al-Mo'amineen School,Roll-Out-1,Energized,Lot-1,6.6,0.0,150.0,150,"15.420230,48.056131"
2025-06-30,Hadramawt,Rakhyah,Sina'a,Clinic,Sina'a Health Center,Roll-Out-1,Energized,Lot-1,22.0,4500.0,5496.0,9996,"15.405247,47.764976"
2025-06-30,Hadramawt,Amd,Habb,Clinic,Amd Health Center,Roll-Out-1,Energized,Lot-1,8.8,1089.0,1500.0,2589,"15.317560,47.990719"
2025-06-30,Hadramawt,As Sawm,Alsafiah,Clinic,Al-Som Hospital,Roll-Out-1,Energized,Lot-1,22.0,2282.0,2500.0,4782,"16.1422373,49.291223"
2025-06-30,Shabwah,Jardan,Ayath,School,Ayath School,Roll-Out-1,Energized,Lot-1,6.6,200.0,260.0,460,"14.996590,46.854483"
2025-06-30,Shabwah,Habban,Habban,School,Al-Thawra School - Habban,Roll-Out-1,Energized,Lot-1,6.6,0.0,570.0,570,"14.349974,47.078423"
2025-06-30,Shabwah,Markhah As Sufla,Khorah Center,School,Az-Zahrah School - Khorah,Roll-Out-1,Energized,Lot-1,6.6,0.0,717.0,717,"14.432600,46.152874"
2025-06-30,Shabwah,At Talh,Kerathah,School,Kerathah School,Roll-Out-1,Energized,Lot-1,6.6,0.0,185.0,185,"14.999359,47.173228"
2025-06-30,Shabwah,As Said,Al-Sadiyah,School,Al-Sadiyah School,Roll-Out-1,Energized,Lot-1,4.4,102.0,108.0,210,"14.368332,46.910948"
2025-06-30,Shabwah,Ataq,Ataq,School,Albayhani School,Roll-Out-1,Energized,Lot-1,22.0,0.0,1046.0,1046,"14.521533,46.852196"
2025-06-30,Shabwah,Ataq,Ataq,School,Belqees School,Roll-Out-1,Energized,Lot-1,22.0,0.0,1400.0,1400,"14.538336,46.827681"
2025-06-30,Shabwah,Habban,Huda,Clinic,Al-Huda Health Center,Roll-Out-1,Energized,Lot-1,6.6,1692.0,2112.0,3804,"14.217443,47.165805"
2025-06-30,Shabwah,At Talh,At-Talh,Clinic,At-Talh Hospital - Shawah,Roll-Out-1,Energized,Lot-1,22.0,2800.0,2847.0,5647,"15.154870,47.402301"
2025-06-30,Shabwah,Osaylan,Al-Noqob,Clinic,Al-Noqob Health Center,Roll-Out-1,Energized,Lot-1,6.6,1308.0,1440.0,2748,"14.986835,45.789649"
2025-06-30,Shabwah,Ar Rawdah,Ar Rawdah,Clinic,Ar-Rawdha Hospital,Roll-Out-1,Energized,Lot-1,52.8,4020.0,4130.0,8150,"14.476546, 47.273253"
2025-06-30,Shabwah,Nisab,Al-Hanak,Clinic,Al-Hanak Health Center,Roll-Out-1,Energized,Lot-1,8.8,1368.0,2004.0,3372,"14.312601,46.670971"
2025-06-30,Shabwah,Radum,Rodhom,Clinic,Rodhom Hospital,Roll-Out-1,Energized,Lot-1,52.8,8592.0,14448.0,23040,"14.092906,47.725827"
2025-06-30,Al Maharah,Qishn,Al Mensaf,School,Al Mensaf School,Roll-Out-1,Energized,Lot-1,6.6,171.0,124.0,295,"15.430968,51.688211"
2025-06-30,Al Maharah,Sayhut,Saihout,School,Az-Zahrah School,Roll-Out-1,Energized,Lot-1,6.6,0.0,270.0,270,"15.209743,51.252464"
2025-06-30,Al Maharah,Al Ghaydhah,Alabri,School,Khawlah School,Roll-Out-1,Energized,Lot-1,8.8,0.0,349.0,349,"16.229806,52.187072"
2025-06-30,Al Maharah,Haswin,Kudaifoot,School,Radfan School,Roll-Out-1,Energized,Lot-1,13.2,231.0,238.0,469,"15.633166,52.162804"
2025-06-30,Al Maharah,Al Masilah,Al Ais,School,Saeed Naseeb School,Roll-Out-1,Energized,Lot-1,8.8,290.0,297.0,587,"15.235521,51.11021"
2025-06-30,Al Maharah,Manar,Wadi Makrm,Clinic,Karawi Health Center,Roll-Out-1,Energized,Lot-1,13.2,2600.0,3100.0,5700,"15.906818,50.971675"
2025-06-30,Al Maharah,Shahin,Matn,Clinic,Al-Sultan Qaboos Hospital,Roll-Out-1,Energized,Lot-1,41.8,5680.0,6320.0,12000,"17.801092, 52.547247"
2025-06-30,Al Maharah,Manar,Arbabut,Clinic,Arnabut Health Center,Roll-Out-1,Energized,Lot-1,13.2,2260.0,2300.0,4560,"16.455113, 50.527976"
2025-06-30,Lahj,Al Qubaytah,Souq Al-Khamis,Clinic,Souq Al-Khamis Health Center,Roll-Out-1,Energized,Lot-2,4.4,1164.0,1284.0,2448,"13.2395,44.38818"
2025-06-30,Lahj,Yafi,Al-Quaiti,School,Al-Qaiti School,Roll-Out-1,Energized,Lot-2,6.6,180.0,240.0,420,"13.87671,45.21305"
2025-06-30,Lahj,Yahr,Yaher,School,Ash-Shaheed Said Abdulmuhsen School,Roll-Out-1,Energized,Lot-2,6.6,540.0,752.0,1292,"13.774110, 45.220180"
2025-06-30,Lahj,Tuban,Al-Jarba'a,School,Mojama'a Al-Saeed School,Roll-Out-1,Energized,Lot-2,13.2,0.0,3590.0,3590,"12.99506,44.91443"
2025-06-30,Lahj,Yafi,Hobat,School,Al-Khansa School,Roll-Out-1,Energized,Lot-2,6.6,0.0,327.0,327,"13.885818, 45.224311"
2025-06-30,Lahj,Yafi,AL-SALAM,School,Mojama'a Al-Awdi,Roll-Out-1,Energized,Lot-2,13.2,898.0,1075.0,1973,"13.871667, 45.25388"
2025-06-30,Aden,Dar Sad,Al-Basateen,School,Khawlah Bint Al-Azwar School,Roll-Out-1,Energized,Lot-2,8.8,0.0,2040.0,2040,"12.883390, 44.977996"
2025-06-30,Aden,Al Burayqah,Enma'a,School,Abu Harb School,Roll-Out-1,Energized,Lot-2,13.2,0.0,1800.0,1800,"12.838791, 44.956400"
2025-06-30,Aden,Al Burayqah,Al_hoswa,School,Asma Bint Abu Baker School,Roll-Out-1,Energized,Lot-2,13.2,0.0,1661.0,1661,"12.836111, 44.947500"
2025-06-30,Aden,Al Mansurah,Abd_alaziz,School,Ba-Theb School,Roll-Out-1,Energized,Lot-2,17.6,0.0,1040.0,1040,"12.861722, 44.995667"
2025-06-30,Aden,Al Mansurah,Alkatherey,School,Mojamma Al-Mehdhar (Ali Salem Baraba'a),Roll-Out-1,Energized,Lot-2,17.6,0.0,1400.0,1400,"12.873556, 44.979722"
2025-06-30,Aden,Ash Shaykh Othman,Almomdarah,School,Al-Mmdarah Girl School,Roll-Out-1,Energized,Lot-2,13.2,0.0,3050.0,3050,"12.875000, 45.008611"
2025-06-30,Ad Dali,Ad Dali,Ad-Dhale'a,School,Ali Mohammed Saleh School,Roll-Out-1,Energized,Lot-2,8.8,0.0,1330.0,1330,"13.698889, 44.731667"
2025-06-30,Ad Dali,Ad Dali,Al hood,School,Abdullah Hamoud Al-Samni School,Roll-Out-1,Energized,Lot-2,6.6,580.0,520.0,1100,"13.717500, 44.722778"
2025-06-30,Ad Dali,Ad Dali,lakmat Salah,School,Abdullah Abduldaim School,Roll-Out-1,Energized,Lot-2,6.6,720.0,780.0,1500,"13.793689, 44.720595"
2025-06-30,Ad Dali,Ad Dali,Al_bajah,School,Abdullah Abdulkareem School,Roll-Out-1,Energized,Lot-2,4.4,400.0,387.0,787,"13.806944, 44.708611"
2025-06-30,Ad Dali,Al Azariq,qared,School,Oqbah Bin Nafe'a School,Roll-Out-1,Energized,Lot-2,4.4,430.0,520.0,950,"13.671832, 44.710780"
2025-06-30,Taiz,Al Mawasit,AL-AYIN,Clinic,Al-Ayn Health Center,Roll-Out-1,Energized,Lot-2,8.8,3180.0,5568.0,8748,"13.32862,44.08366"
2025-06-30,Taiz,Mashrah Wa Hadnan,HADNAN,Clinic,Al-Shefa'a Health Unit,Roll-Out-1,Energized,Lot-2,4.4,578.0,1406.0,1984,"13.54129,43.99725"
2025-06-30,Taiz,Dhubab,AL-JADEED,School,Omer Bin Abdulaziz School,Roll-Out-1,Energized,Lot-2,6.6,170.0,206.0,376,"13.12137,43.32702"
2025-06-30,Taiz,Al Maafer,Al-SENAH,School,Ash-Shaheed Abdu Qasem School,Roll-Out-1,Energized,Lot-2,4.4,250.0,341.0,591,"13.34813,44.0196"
2025-06-30,Abyan,Mudiyah,Mudiyah,School,Mudiyah Girl School,Roll-Out-1,Energized,Lot-2,6.6,895.0,1105.0,2000,"14.132725, 43.390203"
2025-06-30,Abyan,Lawdar,Amagel,School,Al-Faqeed Alalah School,Roll-Out-1,Energized,Lot-2,6.6,0.0,234.0,234,"15.236850, 43.238844"
2025-06-30,Abyan,Al Wadi',Al Batan,School,Abdullalah Shaikh School,Roll-Out-1,Energized,Lot-2,4.4,300.0,325.0,625,"15.327442, 43.168225"
2025-06-30,Abyan,Rassd,Rosod,Clinic,Rosod General Hospital,Roll-Out-1,Energized,Lot-2,41.8,120.0,180.0,300,"14.684006, 43.328747"
2025-06-30,Al Hodeidah,Al Jarrahi,Al Jarahi,Clinic,Al Jarahi Old Health Center,Roll-Out-1,Energized,Lot-3,41.8,870.0,930.0,1800,"14.676056, 43.550539"
2025-06-30,Al Hodeidah,Ad Dohi,Al Madman,Clinic,Al Madman Health Center,Roll-Out-1,Energized,Lot-3,6.6,2160.0,2640.0,4800,"14.578203, 43.639961"
2025-06-30,Al Hodeidah,Al Mighlaf,AL HADADIAH,Clinic,Al Hadadiah Health Center,Roll-Out-1,Energized,Lot-3,6.6,3240.0,3360.0,6600,"14.649647, 43.691425"
2025-06-30,Al Hodeidah,Al Mansuriyah,Al Maibaliah,Clinic,Al Maibaliah Health Center,Roll-Out-1,Energized,Lot-1,4.4,2280.0,2520.0,4800,"14.010236, 45.565268"
2025-06-30,Raymah,Al Jabin,Al Ribat,Clinic,Al Ribat Health Center,Roll-Out-1,Energized,Lot-3,4.4,1800.0,2400.0,4200,"14.418948,44.836313"
2025-06-30,Raymah,Kusmah,Kusmah,Clinic,Kosmah Health Center,Roll-Out-1,Energized,Lot-3,8.8,1944.0,2256.0,4200,"13.994454, 44.220831"
2025-06-30,Raymah,Mazhar,Al Qausaia,Clinic,Al Qusaia Health Center,Roll-Out-1,Energized,Lot-3,8.8,2700.0,4500.0,7200,"14.007240, 44.291559"
2025-06-30,Al Bayda,Al Bayda City,Al-Baydha,Clinic,Al-Zahra Dialysis Center,Roll-Out-1,Energized,Lot-3,72.6,1128.0,516.0,1644,"13.998337, 44.118586"
2025-06-30,Al Bayda,Rada,Rada'a,Clinic,Maternity Center and Childhood Health Center,Roll-Out-1,Energized,Lot-3,41.8,0.0,30168.0,30168,"13.917101, 44.409534"
2025-06-30,Ibb,Ibb,Manzel Mosa,Clinic,Manzel Mussa Health Center,Roll-Out-1,Energized,Lot-3,13.2,423.0,477.0,900,"14.029489, 44.311045"
2025-06-30,Ibb,Badan,Haisan,Clinic,Hayssan Health Center,Roll-Out-1,Energized,Lot-3,13.2,120.0,130.0,250,"13.712747, 45.302668"
2025-06-30,Ibb,Ibb,Al Yahari,Clinic,Al-Yahari Health Center,Roll-Out-1,Energized,Lot-3,13.2,4944.0,5856.0,10800,"13.927472, 46.082583"
2025-06-30,Ibb,Badan,Al Atharib,Clinic,Al-A'thareb Health Center,Roll-Out-1,Energized,Lot-3,8.8,840.0,960.0,1800,"13.807211, 45.774212"
2025-06-30,Ibb,Ash Shair,Al Dhawhar,Clinic,Al-Dhawher Health Center,Roll-Out-1,Energized,Lot-3,6.6,2400.0,3000.0,5400,"13.826232, 46.039108"
2025-06-30,Dhamar,Dawran Anis,Al Tashleel,Clinic,At-Tashleel Health Center,Roll-Out-1,Energized,Lot-3,4.4,2160.0,3600.0,5760,"14.705611,44.272816"
2025-06-30,Dhamar,Jahran,Al Sanam,Clinic,Al-Sanam Health Center,Roll-Out-1,Energized,Lot-3,8.8,2520.0,2880.0,5400,"14.543358,44.264926"
2025-06-30,Dhamar,Ans,Kherbat Abu Yabis,Clinic,Kherbat Abu Yabis Hospital,Roll-Out-1,Energized,Lot-3,22.0,715.0,785.0,1500,"14.480246,44.222388"
2025-06-30,Dhamar,Al Hada,Zoragah,Clinic,Zorajah Hospital,Roll-Out-1,Energized,Lot-3,22.0,815.0,985.0,1800,"14.86317,44.383581"
2025-06-30,Dhamar,Jahran,AL Helah,Clinic,Al-Helah Health Center,Roll-Out-1,Energized,Lot-3,6.6,170.0,200.0,370,"14.643782,44.275976"
2025-06-30,Al Bayda,Mukayras,Mukairas,Clinic,Ash-Shaheed Omer Ali (Al-Mukairas) Hospital,Roll-Out-1,Energized,Lot-3,41.8,1950.0,2370.0,4320,"13.940195,45.671206"
2025-06-30,Al Bayda,Al Malajim,A'afar,Clinic,A'afar Health Center,Roll-Out-1,Energized,Lot-3,6.6,1100.0,1146.0,2246,"14.261055, 45.320347"
2025-06-30,Al Bayda,Mukayras,Eariab,Clinic,Eariab-Health Center,Roll-Out-1,Energized,Lot-3,6.6,720.0,812.0,1532,"13.928693,45.709832"
2025-06-30,Al Bayda,Al Arsh,Qarn Al-Asad,Clinic,Qarn Al-Asad-Health Center,Roll-Out-1,Energized,Lot-3,6.6,2200.0,2360.0,4560,"14.354766,44.820125"
2025-06-30,Sana'a,Manakhah,Al-Aghmor,Clinic,Al-Aghmor Health Center,Roll-Out-1,Energized,Lot-3,8.8,2340.0,3060.0,5400,"15.11953,43.77211"
2025-06-30,Sana'a,Manakhah,Bani- Ismaeel,Clinic,Bani- Ismaeel Health Center,Roll-Out-1,Energized,Lot-3,6.6,2232.0,3384.0,5616,"15.164059,43.624629"
2025-06-30,Sana'a,Khawlan,AL A'aroosh,Clinic,Al-A'aroosh Rural Hospital,Roll-Out-1,Energized,Lot-3,52.8,12000.0,13000.0,25000,"15.285243, 44.733687"
2025-06-30,Hajjah,Bani Qays,Bani Qais,Clinic,Al-Tour Hospital,Roll-Out-1,Energized,Lot-3,17.6,8100.0,9900.0,18000,"15.59848,43.39157"
2025-06-30,Hajjah,Aflah Ash Sham,Aflah Al-Sham,Clinic,Aflah Al-Sham Health Center,Roll-Out-1,Energized,Lot-3,8.8,10341.0,8461.0,18802,"16.04738,43.42371"
2025-06-30,Al Mahwit,Shibam,Al Hisn,Clinic,Al-Hisn Health Center,Roll-Out-1,Energized,Lot-3,4.4,3180.0,4020.0,7200,"15.47982, 43.874543"
2025-06-30,Al Mahwit,At Tawilah,Al Najrah,Clinic,Al-Nagrah Health Center,Roll-Out-1,Energized,Lot-3,4.4,1644.0,1956.0,3600,"15.443497, 43.785072"
2025-06-30,Hadramawt,As Sawm,As Sawm,Well,Al Sawm # 3,Package#1,Energized,Lot-1,33.0,2903.0,3797.0,6700,"16.207579, 49.289848"
2025-06-30,Hadramawt,As Sawm,As Sawm,Well,Al Sawm # 4,Package#1,Energized,Lot-1,33.0,2231.0,2919.0,5150,"16.206913,49.289662"
2025-06-30,Hadramawt,Wadi Al Ayn,Wadi Al Ayn,Well,Hawarah #2,Package#1,Energized,Lot-1,33.0,2715.0,2885.0,5600,"15.706653, 48.296941"
